No.,Temple Name,Type,Temple Address,Villages,Districts,Regency,Province,Pos code,Latitude,Longitude
2777,Pura Desa,Pura Desa,"Kerobokan, Sawan, Buleleng, Bali, 81119",Kerobokan,Sawan,Buleleng,Bali,81119,-8.0971412,115.1245663
2778,Pura Desa,Pura Desa,"Jl. Cekomaria No.23, Peguyangan Kangin, Denpasar Utara, Kota Denpasar, Bali, 80238",Peguyangan Kangin,Denpasar Utara,Kota Denpasar,Bali,80238,-8.6168134,115.2273989
2779,Pura Desa,Pura Desa,"Jl. Slondin, Pering, Blahbatuh, Gianyar, Bali, 80581",Pering,Blahbatuh,Gianyar,Bali,80581,-8.5804025,115.3156322
2780,Pura Desa,Pura Desa,"Tirtasari, Banjar, Buleleng, Bali, 81161",Tirtasari,Banjar,Buleleng,Bali,81161,-8.252315,115.0170198
2781,Pura Desa,Pura Desa,"Mengani, Kintamani, Bangli, Bali, 80652",Mengani,Kintamani,Bangli,Bali,80652,-8.2876497,115.2552237
2782,Pura Desa (Balai Agung)desa Adat Subamia,Pura Desa,"Subamia, Tabanan, Tabanan, Bali, 82115",Subamia,Tabanan,Tabanan,Bali,82115,-8.5135304,115.1274564
2783,Pura Desa (Desa Sangsit),Pura Desa,"Sangsit, Sawan, Buleleng, Bali, 81119",Sangsit,Sawan,Buleleng,Bali,81119,-8.0872246,115.1331186
2784,Pura Desa / Pura Puseh,Pura Desa,"Desa Pekraman Soka, Senganan, Penebel, Tabanan, Bali, 82191",Senganan,Penebel,Tabanan,Bali,82191,-8.3610273,115.1438118
2785,Pura Desa / Puseh Desa Pakraman Yehsilah,Pura Desa,"Unnamed Road, Lumbung Kauh, Selemadeg Barat, Tabanan, Bali, 82162",Lumbung Kauh,Selemadeg Barat,Tabanan,Bali,82162,-8.4697802,114.9730832
2786,Pura Desa Abangsongan,Pura Desa,"Abangsongan, Kintamani, Bangli, Bali, 80652",Abangsongan,Kintamani,Bangli,Bali,80652,-8.3165083,115.3960377
2787,Pura Desa Adat Angantiga Petang Badung,Pura Desa,"Petang, Badung, Bali, 80353",0,Petang,Badung,Bali,80353,-8.3711882,115.2243811
2788,Pura Desa Adat Bona,Pura Desa,"Jl. Raya Bona, Bona, Blahbatuh, Gianyar, Bali, 80581",Bona,Blahbatuh,Gianyar,Bali,80581,-8.556963,115.3164754
2789,Pura desa adat cila murti batuan,Pura Desa,"Jalan Ngurah Rai-Gianyar, Batuan, Gianyar, Gianyar, Bali, 80582",Batuan,Gianyar,Gianyar,Bali,80582,-8.5816037,115.2777312
2790,Pura Desa Adat Denkayu,Pura Desa,"Jl. Raya Denpasar, Werdi Bhuwana, Mengwi, Badung, Bali, 80351",Werdi Bhuwana,Mengwi,Badung,Bali,80351,-8.5254736,115.1732257
2791,Pura Desa Adat Getasan,Pura Desa,"Jl. I.GST. NGR Rai, Getasan, Petang, Badung, Bali, 80353",Getasan,Petang,Badung,Bali,80353,-8.4350718,115.2237422
2792,Pura Desa Adat Gulinten,Pura Desa,"Desa Gulinten, Bunutan, Abang, Bunutan, Abang, Karangasem, Bali, 80852",Bunutan,Abang,Karangasem,Bali,80852,-8.3713203,115.6355972
2793,Pura Desa Adat Kutuh,Pura Desa,"Jl. Dharmawangsa No.12, Kutuh, Kuta Selatan, Badung, Bali, 80361",Kutuh,Kuta Selatan,Badung,Bali,80361,-8.8285936,115.1764917
2794,Pura Desa Adat Mastulan,Pura Desa,"Dusun jurang pahit, Kutampi, Nusapenida, Klungkung, Bali, 80771",Kutampi,Nusapenida,Klungkung,Bali,80771,-8.7038066,115.5566595
2795,Pura Desa Adat Paleg Kaja,Pura Desa,"Jl. Paleg, Tianyar, Kubu, Karangasem, Bali, 80853",Tianyar,Kubu,Karangasem,Bali,80853,-8.2196042,115.4888025
2796,Pura desa adat pedahan kelod,Pura Desa,"Banjar Dinas pedahan kelod, Tianyar Tengah, Kubu, Karangasem, Bali, 80853",Tianyar Tengah,Kubu,Karangasem,Bali,80853,-8.2089441,115.4738486
2797,Pura Desa Adat Pumahan,Pura Desa,"Jalan Raya Gitgit, Gitgit, Sukasada, Gitgit, Buleleng, Buleleng, Bali, 81161",Gitgit,Sukasada,Buleleng,Bali,81161,-8.1818079,115.1333925
2798,Pura Desa Adat Sega,Pura Desa,"Sega, Jl. Selamat, Bunutan, Abang, Karangasem, Bali, 80852",Bunutan,Abang,Karangasem,Bali,80852,-8.380645,115.6406968
2799,Pura Desa Adat Selat,Pura Desa,"Selat, Abiansemal, Badung, Bali, 80352",Selat,Abiansemal,Badung,Bali,80352,-8.4826128,115.2160632
2800,Pura Desa Adat Tojan,Pura Desa,"Pering, Blahbatuh, Gianyar, Bali, 80581",Pering,Blahbatuh,Gianyar,Bali,80581,-8.5812503,115.3055594
2801,Pura Desa Adat Ungasan,Pura Desa,"Jl. Bali Cliff No.7, Ungasan, Kuta Selatan, Badung, Bali, 80361",Ungasan,Kuta Selatan,Badung,Bali,80361,-8.828326,115.1656467
2802,PURA DESA ADAT YEHANAKAN,Pura Desa,"Desa Adat Yehanakam, Jl. Singaraja-Gilimanuk, Banjar Asem, Seririt, Buleleng, Bali, 81153",Banjar Asem,Seririt,Buleleng,Bali,81153,-8.1965261,114.905441
2803,Pura Desa Amerthasari,Pura Desa,"Unnamed Rd, Rogojampi, Patoman Tengah, Patoman, Rogojampi, Banyuwangi, Jawa Timur 68462",Patoman Tengah,Rogojampi,Banyuwangi,East Java ,68462,-8.3383213,114.3508825
2804,Pura desa angansari,Pura Desa,"Dusun, Angansari, Kutuh, Kintamani, Bangli, Bali, 80652",Kutuh,Kintamani,Bangli,Bali,80652,-8.1696525,115.3126784
2805,Pura Desa Auman,Pura Desa,"Pelaga, Petang, Badung, Bali, 80353",Pelaga,Petang,Badung,Bali,80353,-8.313922,115.213276
2806,Pura Desa Ayunan,Pura Desa,"Jl. Rajawali, Ayunan, Abiansemal, Badung, Bali, 80352",Ayunan,Abiansemal,Badung,Bali,80352,-8.5097152,115.1998811
2807,Pura Desa Bakbakan,Pura Desa,"Jl. Triwanisa-kawan, Bakbakan, Gianyar, Gianyar, Bali, 80515",Bakbakan,Gianyar,Gianyar,Bali,80515,-8.5107905,115.3193205
2808,Pura desa Balai agung nyalian,Pura Desa,"Jl. Raya Desa Nyalian, Nyalian, Banjarangkan, Klungkung, Bali, 80752",Nyalian,Banjarangkan,Klungkung,Bali,80752,-8.4976029,115.3673089
2809,"Pura Desa Balai Agung, Puseh, Pucak Sari Desa Pakraman Bayad",Pura Desa,"Kedisan, Tegallalang, Gianyar, Bali, 80561",Kedisan,Tegallalang,Gianyar,Bali,80561,-8.4190648,115.2982716
2810,Pura Desa Banjar Antugan,Pura Desa,"Blahbatuh, Gianyar, Bali, 80581",0,Blahbatuh,Gianyar,Bali,80581,-8.5603515,115.30105
2811,Pura Desa Banjar Jati,Pura Desa,"Sebatu, Tegallalang, Gianyar, Bali, 80561",Sebatu,Tegallalang,Gianyar,Bali,80561,-8.3735999,115.298876
2812,Pura Desa Banjar Patas,Pura Desa,"Jl. Raya Patas, Taro, Tegallalang, Gianyar, Bali, 80561",Taro,Tegallalang,Gianyar,Bali,80561,-8.3638132,115.2983429
2813,Pura Desa Banjar Pulagan,Pura Desa,"Jln. Raya Pulagan, Kutampi, Nusapenida, Klungkung, Bali, 80771",Kutampi,Nusapenida,Klungkung,Bali,80771,-8.7257174,115.5653104
2814,Pura Desa Banyuseri,Pura Desa,"Banyuseri, Banjar, Buleleng, Bali, 81152",Banyuseri,Banjar,Buleleng,Bali,81152,-8.2459012,115.000771
2815,Pura Desa Batungsel,Pura Desa,"Jl. Raya Pupuan, Batungsel, Pupuan, Tabanan, Bali, 82163",Batungsel,Pupuan,Tabanan,Bali,82163,-8.347537,115.031081
2816,Pura Desa Bondalem,Pura Desa,"Bondalem, Tejakula, Buleleng, Bali, 81173",Bondalem,Tejakula,Buleleng,Bali,81173,-8.1167404,115.3142038
2817,Pura Desa Banjar Cengolo,Pura Desa,"Banjar Cengolo, Sudimara, Tabanan, Tabanan, Bali, 82115",Sudimara,Tabanan,Tabanan,Bali,82115,-8.574774,115.087322
2818,Pura Desa Bubunan,Pura Desa,"Lokapaksa, Seririt, Buleleng, Bali, 81153",Lokapaksa,Seririt,Buleleng,Bali,81153,-8.1992257,114.9355998
2819,Pura Desa Buduk,Pura Desa,"Buduk, Mengwi, Badung, Bali, 80351",Buduk,Mengwi,Badung,Bali,80351,-8.605035,115.1610169
2820,Pura Desa Cangwang,Pura Desa,"Banjar Dinas cangwang, Bunutan, Abang, Karangasem, Bali, 80852",Bunutan,Abang,Karangasem,Bali,80852,-8.3716408,115.6475397
2821,Pura Desa Cau Belayu,Pura Desa,"Cau Belayu, Marga, Tabanan, Bali, 82181",Cau Belayu,Marga,Tabanan,Bali,82181,-8.4792908,115.2010542
2822,Pura Desa & Puseh Desa Adat Gulingan,Pura Desa,"Gulingan, Mengwi, Badung, Bali, 80352",Gulingan,Mengwi,Badung,Bali,80352,-8.5488648,115.1901256
2823,Pura Desa & Puseh Ds. Kelaci Kelod,Pura Desa,"Abian Tuwung, Kediri, Tabanan, Bali, 80351",Abian Tuwung,Kediri,Tabanan,Bali,80351,-8.5571581,115.1576376
2824,Pura Desa & Puseh Keliki,Pura Desa,"Keliki, Tegallalang, Gianyar, Bali, 80561",Keliki,Tegallalang,Gianyar,Bali,80561,-8.4463195,115.2636016
2825,Pura Desa Dapdap Putih,Pura Desa,"Jl. Pekutatan, Tista, Busungbiu, Buleleng, Bali, 81154",Tista,Busungbiu,Buleleng,Bali,81154,-8.3532967,114.9217658
2826,PURA DESA DESA ADAT PUNGGUL,Pura Desa,"Jl. Raya Punggul, Punggul, Abiansemal, Badung, Bali, 80352",Punggul,Abiansemal,Badung,Bali,80352,-8.5008302,115.2200179
2827,Pura Desa Desa Adat Sempidi,Pura Desa,"Jl. Langon No.1, Sempidi, Mengwi, Badung, Bali, 80116",Sempidi,Mengwi,Badung,Bali,80116,-8.6053791,115.1878055
2828,Pura Desa Desa Bila Bajang,Pura Desa,"Bila, Kubutambahan, Buleleng, Bali, 81172",Bila,Kubutambahan,Buleleng,Bali,81172,-8.124081,115.1891338
2829,PURA DESA Desa Pekraman Jadi,Pura Desa,"Unnamed Road, Banjar Anyar, Kediri, Tabanan, Bali, 82123",Banjar Anyar,Kediri,Tabanan,Bali,82123,-8.5209031,115.1476286
2830,Pura Desa ekasari,Pura Desa,"Ekasari, Melaya, Jembrana, Bali, 82252",Ekasari,Melaya,Jembrana,Bali,82252,-8.2619498,114.5299541
2831,Pura Desa Ganggangan Cangi,Pura Desa,"Jl. Cangi, Batuan Kaler, Sukawati, Gianyar, Bali, 80582",Batuan Kaler,Sukawati,Gianyar,Bali,80582,-8.5683981,115.2793726
2832,Pura Desa Gerokgak,Pura Desa,"Gerokgak, Buleleng, Bali, 81155",0,Gerokgak,Buleleng,Bali,81155,-8.1927735,114.7803491
2833,Pura Desa Jagaraga,Pura Desa,"Jagaraga, Sawan, Buleleng, Bali, 81171",Jagaraga,Sawan,Buleleng,Bali,81171,-8.1097547,115.1625835
2834,Pura Desa Jinengdalem,Pura Desa,"Jinengdalem, Buleleng, Buleleng, Bali, 81119",Jinengdalem,Buleleng,Buleleng,Bali,81119,-8.1188176,115.1278755
2835,Pura Desa Jurangaya,Pura Desa,"Kutampi, Nusapenida, Klungkung, Bali, 80771",Kutampi,Nusapenida,Klungkung,Bali,80771,-8.7238296,115.5708634
2836,Pura Desa Kalianget,Pura Desa,"Kalianget, Seririt, Buleleng, Bali, 81152",Kalianget,Seririt,Buleleng,Bali,81152,-8.1995059,114.9601275
2837,Pura Desa Kaliasem,Pura Desa,"Jl. Kemuning, Kaliasem, Banjar, Buleleng, Bali, 81152",Kaliasem,Banjar,Buleleng,Bali,81152,-8.1802451,115.0300863
2838,Pura Desa Kedisan,Pura Desa,"Kedisan, Kintamani, Bangli, Bali, 80652",Kedisan,Kintamani,Bangli,Bali,80652,-8.2822984,115.3848913
2839,Pura Desa Kelan,Pura Desa,"Uluwatu St No.Kelan, Tuban, Kuta, Badung, Bali",Tuban,Kuta,Badung,Bali,0,-8.7506576,115.1816868
2840,Pura Desa Kesiman,Pura Desa,"Jl. Sulatri No.23, Kesiman Petilan, Denpasar Timur, Kota Denpasar, Bali, 80237",Kesiman Petilan,Denpasar Timur,Kota Denpasar,Bali,80237,-8.6429553,115.2433402
2841,Pura Desa Ketewel,Pura Desa,"Jl. Raya Ketewel No.1a, Ketewel, Sukawati, Gianyar, Bali, 80582",Ketewel,Sukawati,Gianyar,Bali,80582,-8.6292622,115.2869534
2842,Pura Desa Kiadan,Pura Desa,"Pelaga, Petang, Badung, Bali, 80353",Pelaga,Petang,Badung,Bali,80353,-8.3018055,115.220287
2843,Pura Desa & Balai Agung Desa Pakraman Rangkan,Pura Desa,"Ketewel, Sukawati, Gianyar, Bali, 80582",Ketewel,Sukawati,Gianyar,Bali,80582,-8.6206627,115.2982018
2844,Pura Desa & Pura Puseh,Pura Desa,"Jl. Raya Petulu No.34, Petulu, Ubud, Gianyar, Bali, 80561",Petulu,Ubud,Gianyar,Bali,80561,-8.4755624,115.2768046
2845,Pura Desa & Pura Puseh,Pura Desa,"Unnamed Road, Payangan, Marga, Tabanan, Bali, 82191",Payangan,Marga,Tabanan,Bali,82191,-8.4006098,115.1743359
2846,Pura Desa & Pura Puseh Desa Adat Tegallantang Ubud,Pura Desa,"Ubud, Gianyar, Bali, 80571",0,Ubud,Gianyar,Bali,80571,-8.4871104,115.26712
2847,Pura Desa & Pura Puseh Desa Pakraman Sebatu,Pura Desa,"Sebatu, Tegallalang, Gianyar, Bali, 80561",Sebatu,Tegallalang,Gianyar,Bali,80561,-8.4005606,115.2959989
2848,Pura Desa & Pura Puseh Desa pekraman Dukuhpulu Kaja,Pura Desa,"Banjar Dukuh Pulu Kaja, Mambang, Selemadeg Timur, Tabanan, Bali, 82161",Mambang,Selemadeg Timur,Tabanan,Bali,82161,-8.51601,115.05939
2849,Pura Desa & Pura Puseh Desa Pekraman Penyaringan,Pura Desa,"Penyaringan, Mendoyo, Jembrana, Bali, 82261",Penyaringan,Mendoyo,Jembrana,Bali,82261,-8.3664671,114.7081098
2850,Pura Desa & Puse Ds Adat Keduran,Pura Desa,"Tejakula, Singaraja, Madenan, Tejakula, Buleleng, Bali, 81173",Madenan,Tejakula,Buleleng,Bali,81173,-8.156313,115.291792
2851,Pura Desa & Puseh,Pura Desa,"Jl. Raya Kedewatan, Kedewatan, Ubud, Gianyar, Bali, 80571",Kedewatan,Ubud,Gianyar,Bali,80571,-8.484136,115.246172
2852,Pura Desa & Puseh,Pura Desa,"Jl. Jalak Putih, Pendem, Jembrana, Jembrana, Bali, 82218",Pendem,Jembrana,Jembrana,Bali,82218,-8.3454163,114.6335876
2853,Pura Desa & Puseh,Pura Desa,"Desa, Dawan Kaler, Klungkung, Klungkung, Bali, 80761",Dawan Kaler,Klungkung,Klungkung,Bali,80761,-8.5237221,115.4461494
2854,Pura Desa & Puseh Balair Balai Agung,Pura Desa,"Jl. Nusa Indah, Balair Balai Agung, Negara, Jembrana, Bali, 82218",Balair Balai Agung,Negara,Jembrana,Bali,82218,-8.338711,114.6193543
2855,Pura Desa & Puseh Batupalah,Pura Desa,"Banjar Batupalah, desa, Satra, Kintamani, Bangli, Bali, 80652",Satra,Kintamani,Bangli,Bali,80652,-8.2003434,115.2841514
2856,Pura Desa & Puseh Batursari,Pura Desa,"lingkungan batursari, Jl. Wani, Bitera, Gianyar, Gianyar, Bali, 80515",Bitera,Gianyar,Gianyar,Bali,80515,-8.5292401,115.3092615
2857,Pura Desa & Puseh Bentuyung,Pura Desa,"Jl. Suweta No.198, Ubud, Ubud, Gianyar, Bali, 80571",Ubud,Ubud,Gianyar,Bali,80571,-8.4762572,115.2684595
2858,Pura Desa & Puseh Bonbiyu,Pura Desa,"Jl. Raya Bonbiyu, Saba, Blahbatuh, Gianyar, Bali, 80581",Saba,Blahbatuh,Gianyar,Bali,80581,-8.5836082,115.2919828
2859,Pura Desa & Puseh Banjar Adat Umabali Marga Tabanan,Pura Desa,"Geluntung, Marga, Tabanan, Bali, 82181",Geluntung,Marga,Tabanan,Bali,82181,-8.4473752,115.1725021
2860,Pura Desa & Puseh Banjar Abangan,Pura Desa,"Banjar Abangan, Tegallalang, Tegallalang, Gianyar, Bali, 80571",Tegallalang,Tegallalang,Gianyar,Bali,80571,-8.4683119,115.2678644
2861,Pura Desa & Puseh Bukit Seni,Pura Desa,"bukit seni, Sembiran, Tejakula, Buleleng, Bali, 81173",Sembiran,Tejakula,Buleleng,Bali,81173,-8.1544789,115.2722205
2862,Pura Desa & Puseh Desa Adat Banjar Anyar,Pura Desa,"Perean Kangin, Baturiti, Tabanan, Bali, 82191",Perean Kangin,Baturiti,Tabanan,Bali,82191,-8.4191924,115.2070216
2863,Pura Desa & Puseh Desa Adat jimbaran,Pura Desa,"Jl. Bantas Kangin, Jimbaran, Kuta Selatan, Badung, Bali, 80361",Jimbaran,Kuta Selatan,Badung,Bali,80361,-8.7689049,115.1745781
2864,Pura Desa & Puseh Desa Adat Lambing,Pura Desa,"Jl. Raya Sibang Kaja, Sibang Kaja, Abiansemal, Badung, Bali, 80352",Sibang Kaja,Abiansemal,Badung,Bali,80352,-8.5651791,115.2223637
2865,Pura Desa & Puseh Desa Adat Padang Tunggal,Pura Desa,"Duda, Selat, Karangasem, Bali, 80862",Duda,Selat,Karangasem,Bali,80862,-8.4511734,115.4778937
2866,Pura Desa & Puseh Desa Adat Petang,Pura Desa,"Petang, Badung, Bali",0,Petang,Badung,Bali,0,-8.3977461,115.2169718
2867,Pura Desa & Puseh Desa Adat Tuka,Pura Desa,"Dalung, North Kuta, Badung, Bali, 80361",Dalung,North Kuta,Badung,Bali,80361,-8.6172003,115.1600054
2868,Pura Desa & Puseh Desa Pakraman Abianseka,Pura Desa,"Banjar Abianseka, Desa, MAS, Ubud, Gianyar, Bali, 80571",Mas,Ubud,Gianyar,Bali,80571,-8.5573165,115.2690704
2869,Pura Desa & Puseh Desa Pekraman Batuaji,Pura Desa,"Jl. Cempaka Putih, Batuaji, Kerambitan, Tabanan, Bali, 82115",Batuaji,Kerambitan,Tabanan,Bali,82115,-8.5142442,115.1102518
2870,pura desa & puseh desa pekraman pacung,Pura Desa,"Batuaji, Kerambitan, Tabanan, Bali, 82152",Batuaji,Kerambitan,Tabanan,Bali,82152,-8.4989997,115.1091936
2871,Pura Desa & Puseh Desa Pekraman Singakerta,Pura Desa,"Unnamed Road, Singakerta, Ubud, Gianyar, Bali, 80571",Singakerta,Ubud,Gianyar,Bali,80571,-8.5279082,115.2519984
2872,Pura Desa & Puseh Desa Penarungan,Pura Desa,"Penarungan, Mengwi, Badung, Bali, 80352",Penarungan,Mengwi,Badung,Bali,80352,-8.5473648,115.1979814
2873,Pura Desa & Puseh Kedewatan,Pura Desa,"Jl. Raya Kedewatan No.17, Kedewatan, Ubud, Gianyar, Bali, 80571",Kedewatan,Ubud,Gianyar,Bali,80571,-8.483843,115.245647
2874,Pura Desa & Puseh Kertha Bhuana,Pura Desa,"Batukandik, Nusapenida, Klungkung, Bali, 80771",Batukandik,Nusapenida,Klungkung,Bali,80771,-8.7697985,115.5409136
2875,Pura Desa & Puseh Muntigunung,Pura Desa,"West Tianyar, Kubu, Karangasem, Bali, 80853",West Tianyar,Kubu,Karangasem,Bali,80853,-8.2106927,115.4563711
2876,Pura Desa & Puseh Peguyangan,Pura Desa,"Peguyangan Kaja, North Denpasar, Kota Denpasar, Bali, 80239",Peguyangan Kaja,Denpasar Utara,Kota Denpasar,Bali,80239,-8.6017826,115.2141048
2877,PURA DESA & PUSEH SINGAKERTA,Pura Desa,"Jl. Raya Singakerta, Singakerta, Ubud, Gianyar, Bali, 80571",Singakerta,Ubud,Gianyar,Bali,80571,-8.5278797,115.2526312
2878,PURA DESA & PUSEH WANAGIRI,Pura Desa,"Wanagiri, Sukasada, Buleleng, Bali",Wanagiri,Sukasada,Buleleng,Bali,0,-8.2375962,115.1208528
2879,"Pura Desa & Puseh, Kurubaya",Pura Desa,"Lukluk, Mengwi, Badung, Bali, 80351",Lukluk,Mengwi,Badung,Bali,80351,-8.5730026,115.1964953
2880,Pura Desa Lodtunduh,Pura Desa,"Lodtunduh, Ubud, Gianyar, Bali, 80571",Lodtunduh,Ubud,Gianyar,Bali,80571,-8.5401197,115.2589239
2881,Pura Desa Lokapaksa,Pura Desa,"Lokapaksa, Seririt, Buleleng, Bali, 81153",Lokapaksa,Seririt,Buleleng,Bali,81153,-8.2061467,114.9223219
2882,Pura Desa Malet Gusti,Pura Desa,"Penglumbaran, Susut, Bangli, Bali, 80661",Penglumbaran,Susut,Bangli,Bali,80661,-8.3597655,115.33724
2883,PURA DESA MAYONG,Pura Desa,"Mayong, Seririt, Buleleng, Bali, 81153",Mayong,Seririt,Buleleng,Bali,81153,-8.2448651,114.9638158
2884,PURA DESA MEDAHAN,Pura Desa,"Jl. Lg Gambir No.42, Medahan, Blahbatuh, Gianyar, Bali, 80515",Medahan,Blahbatuh,Gianyar,Bali,80515,-8.5715157,115.3360451
2885,Pura Desa Mengening,Pura Desa,"Mengening, Kubutambahan, Buleleng, Bali, 81172",Mengening,Kubutambahan,Buleleng,Bali,81172,-8.1477556,115.2383487
2886,Pura Desa Mengwi,Pura Desa,"Jl. Gn. Agung No.14, Tumbak Bayuh, Tumbak Bayuh, Mengwi, Badung, Bali, 80351",Tumbak Bayuh,Mengwi,Badung,Bali,80351,-8.5490259,115.1692989
2887,Pura Desa Munduk Bestala,Pura Desa,"Munduk Bestala, Seririt, Buleleng, Bali, 81152",Munduk Bestala,Seririt,Buleleng,Bali,81152,-8.2420395,114.98502
2888,Pura Desa Nungnung,Pura Desa,"Pelaga, Petang, Badung, Bali, 80353",Pelaga,Petang,Badung,Bali,80353,-8.3198444,115.2213823
2889,Pura Desa Padang Bulia,Pura Desa,"Padangbulia, Sukasada, Buleleng, Bali, 81161",Padangbulia,Sukasada,Buleleng,Bali,81161,-8.1583322,115.1242559
2890,Pura Desa Pakeraman Mas,Pura Desa,"MAS, Ubud, Gianyar, Bali, 80571",MAS,Ubud,Gianyar,Bali,80571,-8.5452833,115.2705488
2891,Pura Desa Pakraman Bengkel,Pura Desa,"Jl. Desa Bengkel, Umejero, Busungbiu, Buleleng, Bali, 81152",Umejero,Busungbiu,Buleleng,Bali,81152,-8.2726502,115.0195531
2892,Pura Desa Pakraman Buleleng,Pura Desa,"Jl. Mayor Metra Paket Agung, Liligundi, Buleleng, Buleleng, Bali, 81118",Liligundi,Buleleng,Buleleng,Bali,81118,-8.1269151,115.0975153
2893,Pura Desa Pakraman Bungkulan,Pura Desa,"Jalan Singaraja, Bungkulan, Buleleng, Buleleng, Bali, 81119",Bungkulan,Buleleng,Buleleng,Bali,81119,-8.0802016,115.1595199
2894,Pura Desa Pakraman Kabetan,Pura Desa,"Jl. Bakbakan-Petak Kaja, Bakbakan, Gianyar, Gianyar, Bali, 80515",Bakbakan,Gianyar,Gianyar,Bali,80515,-8.4953848,115.3205144
2895,Pura desa pakraman pasut katiasa,Pura Desa,"Pegadungan, Sukasada, Buleleng, Bali, 81161",Pegadungan,Sukasada,Buleleng,Bali,81161,-8.1583743,115.1377135
2896,Pura Desa Pakraman Runuh,Pura Desa,"Sari Mekar, Buleleng, Buleleng, Bali, 81161",Sari Mekar,Buleleng,Buleleng,Bali,81161,-8.1371596,115.1151043
2897,Pura Desa Pakraman Sinabun,Pura Desa,"Sinabun, Sawan, Buleleng, Bali, 81119",Sinabun,Sawan,Buleleng,Bali,81119,-8.1096002,115.1321721
2898,Pura Desa Pakraman Sinalud,Pura Desa,"Kayu Putih, Sukasada, Buleleng, Bali, 81152",Kayu Putih,Sukasada,Buleleng,Bali,81152,-8.1872242,115.0402357
2899,PURA DESA PAKRAMAN TUNJUK,Pura Desa,"Jl. Tunjuk, Tunjuk, Tabanan, Tabanan, Bali, 82181",Tunjuk,Tabanan,Tabanan,Bali,82181,-8.4767009,115.1518196
2900,Pura Desa Patas,Pura Desa,"Patas, Gerokgak, Buleleng, Bali, 81155",Patas,Gerokgak,Buleleng,Bali,81155,-8.2017073,114.8054257
2901,Pura Desa Pedawa,Pura Desa,"Pedawa, Banjar, Buleleng, Bali, 81152",Pedawa,Banjar,Buleleng,Bali,81152,-8.2360539,115.0259583
2902,Pura Desa Pekraman Pelilit,Pura Desa,"Atuh Beach street, Pelilit, Pejukutan, Nusapenida, Klungkung, Bali, 80771",Pejukutan,Nusapenida,Klungkung,Bali,80771,-8.7771936,115.6082239
2903,Pura Desa Pekraman Sudaji,Pura Desa,"Sudaji, Sawan, Buleleng, Bali, 81171",Sudaji,Sawan,Buleleng,Bali,81171,-8.1525597,115.1645926
2904,Pura Desa Pelaga,Pura Desa,"Pelaga, Petang, Badung, Bali, 80353",Pelaga,Petang,Badung,Bali,80353,-8.2885082,115.2246583
2905,Pura Desa Penarukan,Pura Desa,"Jl. Ratulangi, Penarukan, Buleleng, Buleleng, Bali, 81119",Penarukan,Buleleng,Buleleng,Bali,81119,-8.099947,115.1189518
2906,Pura Desa Penataran,Pura Desa,"Jl. Raden Mas Panji Anom, Pagutan Timur, Mataram, Kota Mataram, NTB, 83127",Pagutan Timur,Mataram,Kota Mataram,NTB,83127,-8.611352,116.116049
2907,Pura Desa Pesimpangan Puhu,Pura Desa,"Puhu, Payangan, Gianyar, Bali, 80572",Puhu,Payangan,Gianyar,Bali,80572,-8.3826073,115.2705016
2908,Pura Desa Puakan,Pura Desa,"Jalan desa Puakan, Taro, Tegallalang, Gianyar, Bali, 80561",Taro,Tegallalang,Gianyar,Bali,80561,-8.3564473,115.2885389
2909,pura desa purwayu,Pura Desa,"Tri Buana, Abang, Karangasem, Bali, 80852",Tri Buana,Abang,Karangasem,Bali,80852,-8.394923,115.6213932
2910,Pura Desa Puseh,Pura Desa,"Jalan Laplapan, Ubud, Petulu, Ubud, Gianyar, Bali, 80552",Petulu,Ubud,Gianyar,Bali,80552,-8.5017305,115.2788939
2911,Pura Desa Puseh Dauhwaru,Pura Desa,"Dauhwaru, Jembrana, Jembrana, Bali, 82218",Dauhwaru,Jembrana,Jembrana,Bali,82218,-8.3642005,114.6378144
2912,Pura Desa Puseh Desa Adat Budeng,Pura Desa,"Budeng, Jembrana, Jembrana, Bali, 82218",Budeng,Jembrana,Jembrana,Bali,82218,-8.3778823,114.6349465
2913,Pura Desa Puseh Desa Adat Semana,Pura Desa,"Jl. Raya Semana No.26, Mambal, Abiansemal, Badung, Bali, 80352",Mambal,Abiansemal,Badung,Bali,80352,-8.5315962,115.228282
2914,Pura desa puseh & penataran belang samu,Pura Desa,"Singapadu Kaler, Sukawati, Gianyar, Bali, 80352",Singapadu Kaler,Sukawati,Gianyar,Bali,80352,-8.5488219,115.2414185
2915,Pura Desa Segara Kukuh. Desa Adat Nyuh Kukuh.,Pura Desa,"Kampung Toyapakeh, Nusapenida, Klungkung, Bali, 80771",Kampung Toyapakeh,Nusapenida,Klungkung,Bali,80771,-8.6817328,115.4885015
2916,Pura Desa Sekarmukti,Pura Desa,"Belok/Sidan, Petang, Badung, Bali, 80353",Belok/Sidan,Petang,Badung,Bali,80353,-8.2785887,115.2286847
2917,Pura Desa Sekartaji,Pura Desa,"Sekartaji, Nusapenida, Klungkung, Bali, 80771",Sekartaji,Nusapenida,Klungkung,Bali,80771,-8.8013639,115.5696793
2918,Pura Desa Sekumpul,Pura Desa,"Sekumpul, Sawan, Buleleng, Bali, 81171",Sekumpul,Sawan,Buleleng,Bali,81171,-8.1692929,115.1869457
